C,Story,Emotion,Val
0.0036947096202108016,Anxiety,Anxiety,0.5135796567721804
0.0036947096202108016,Anxiety,Despair,0.0008223299816643501
0.0036947096202108016,Anxiety,Irritation,0.48538151017112985
0.0036947096202108016,Anxiety,Rage,0.00021650307502523992
0.0036947096202108016,Despair,Anxiety,0.009076864657217968
0.0036947096202108016,Despair,Despair,0.9404145509600312
0.0036947096202108016,Despair,Irritation,0.003976466255711813
0.0036947096202108016,Despair,Rage,0.04653211812703877
0.0036947096202108016,Irritation,Anxiety,0.410955047467664
0.0036947096202108016,Irritation,Despair,0.01865280678851724
0.0036947096202108016,Irritation,Irritation,0.4891316755027232
0.0036947096202108016,Irritation,Rage,0.08126047024109533
0.0036947096202108016,Rage,Anxiety,0.0029818633234524696
0.0036947096202108016,Rage,Despair,0.21138436346957198
0.0036947096202108016,Rage,Irritation,0.0075543376251490865
0.0036947096202108016,Rage,Rage,0.7780794355818267
0.0034089483732895253,Anxiety,Anxiety,0.4997530479606305
0.0034089483732895253,Anxiety,Despair,0.0002978858894461754
0.0034089483732895253,Anxiety,Irritation,0.499746792290965
0.0034089483732895253,Anxiety,Rage,0.00020227385895833528
0.0034089483732895253,Despair,Anxiety,0.03823778254819599
0.0034089483732895253,Despair,Despair,0.7864364155716144
0.0034089483732895253,Despair,Irritation,0.014196017685496562
0.0034089483732895253,Despair,Rage,0.16112978419469318
0.0034089483732895253,Irritation,Anxiety,0.403346933923782
0.0034089483732895253,Irritation,Despair,0.019291365276597007
0.0034089483732895253,Irritation,Irritation,0.4982759757126705
0.0034089483732895253,Irritation,Rage,0.07908572508695032
0.0034089483732895253,Rage,Anxiety,0.002724995417327408
0.0034089483732895253,Rage,Despair,0.19546714908227933
0.0034089483732895253,Rage,Irritation,0.006283421927770987
0.0034089483732895253,Rage,Rage,0.7955244335726225
0.0030067574396373357,Anxiety,Anxiety,0.48672137204168664
0.0030067574396373357,Anxiety,Despair,0.028207086172692276
0.0030067574396373357,Anxiety,Irritation,0.48232589759629174
0.0030067574396373357,Anxiety,Rage,0.0027456441893291455
0.0030067574396373357,Despair,Anxiety,0.11889691310947473
0.0030067574396373357,Despair,Despair,0.6915482210913855
0.0030067574396373357,Despair,Irritation,0.02080466045232819
0.0030067574396373357,Despair,Rage,0.1687502053468118
0.0030067574396373357,Irritation,Anxiety,0.3704084966991255
0.0030067574396373357,Irritation,Despair,0.07105443826359266
0.0030067574396373357,Irritation,Irritation,0.4801620056839086
0.0030067574396373357,Irritation,Rage,0.07837505935337338
0.0030067574396373357,Rage,Anxiety,0.02212878120201616
0.0030067574396373357,Rage,Despair,0.2942645121303061
0.0030067574396373357,Rage,Irritation,0.0051165231433038276
0.0030067574396373357,Rage,Rage,0.6784901835243736
0.0038362321446611214,Anxiety,Anxiety,0.510314244029576
0.0038362321446611214,Anxiety,Despair,0.0011878428471583347
0.0038362321446611214,Anxiety,Irritation,0.48828363791888285
0.0038362321446611214,Anxiety,Rage,0.00021427520438298514
0.0038362321446611214,Despair,Anxiety,0.0048550572637852665
0.0038362321446611214,Despair,Despair,0.9667635854661073
0.0038362321446611214,Despair,Irritation,0.002117816089633118
0.0038362321446611214,Despair,Rage,0.026263541180474283
0.0038362321446611214,Irritation,Anxiety,0.40915230613581594
0.0038362321446611214,Irritation,Despair,0.01904461788621235
0.0038362321446611214,Irritation,Irritation,0.4872193392662989
0.0038362321446611214,Irritation,Rage,0.08458373671167306
0.0038362321446611214,Rage,Anxiety,0.0028651994233111857
0.0038362321446611214,Rage,Despair,0.14916527847646885
0.0038362321446611214,Rage,Irritation,0.005959382594248516
0.0038362321446611214,Rage,Rage,0.8420101395059715
0.0037026983195329747,Anxiety,Anxiety,0.5148218360027307
0.0037026983195329747,Anxiety,Despair,0.0010671609751262596
0.0037026983195329747,Anxiety,Irritation,0.48388904448950704
0.0037026983195329747,Anxiety,Rage,0.00022195853263599422
0.0037026983195329747,Despair,Anxiety,0.008661829359361673
0.0037026983195329747,Despair,Despair,0.9427997058652298
0.0037026983195329747,Despair,Irritation,0.004014170659557171
0.0037026983195329747,Despair,Rage,0.044524294115851765
0.0037026983195329747,Irritation,Anxiety,0.41065827770332225
0.0037026983195329747,Irritation,Despair,0.01922370963477267
0.0037026983195329747,Irritation,Irritation,0.488675492619005
0.0037026983195329747,Irritation,Rage,0.08144252004290024
0.0037026983195329747,Rage,Anxiety,0.0030584200765893395
0.0037026983195329747,Rage,Despair,0.20698783806470833
0.0037026983195329747,Rage,Irritation,0.008115709324912849
0.0037026983195329747,Rage,Rage,0.7818380325337897
0.002904294272649448,Anxiety,Anxiety,0.4462852010527003
0.002904294272649448,Anxiety,Despair,0.05855603530725755
0.002904294272649448,Anxiety,Irritation,0.4856349539437355
0.002904294272649448,Anxiety,Rage,0.009523809696306871
0.002904294272649448,Despair,Anxiety,0.15333357575087186
0.002904294272649448,Despair,Despair,0.5744412716252503
0.002904294272649448,Despair,Irritation,0.035423390687486435
0.002904294272649448,Despair,Rage,0.23680176193639152
0.002904294272649448,Irritation,Anxiety,0.33463084285026556
0.002904294272649448,Irritation,Despair,0.08423233661947586
0.002904294272649448,Irritation,Irritation,0.4888380966042542
0.002904294272649448,Irritation,Rage,0.09229872392600465
0.002904294272649448,Rage,Anxiety,0.027058891334322172
0.002904294272649448,Rage,Despair,0.2937865486257743
0.002904294272649448,Rage,Irritation,0.006561278089011025
0.002904294272649448,Rage,Rage,0.6725932819508923
0.0034984559495677752,Anxiety,Anxiety,0.5064048210009497
0.0034984559495677752,Anxiety,Despair,0.0003822321137247653
0.0034984559495677752,Anxiety,Irritation,0.4930163147716337
0.0034984559495677752,Anxiety,Rage,0.00019663211369200237
0.0034984559495677752,Despair,Anxiety,0.017215900250864658
0.0034984559495677752,Despair,Despair,0.894070498334066
0.0034984559495677752,Despair,Irritation,0.006334615264513869
0.0034984559495677752,Despair,Rage,0.08237898615055554
0.0034984559495677752,Irritation,Anxiety,0.4076945572777706
0.0034984559495677752,Irritation,Despair,0.019879306029415823
0.0034984559495677752,Irritation,Irritation,0.4926834560519394
0.0034984559495677752,Irritation,Rage,0.07974268064087386
0.0034984559495677752,Rage,Anxiety,0.002676912642756473
0.0034984559495677752,Rage,Despair,0.1882035165972405
0.0034984559495677752,Rage,Irritation,0.005671570390998387
0.0034984559495677752,Rage,Rage,0.8034480003690048
0.003404566610514927,Anxiety,Anxiety,0.5399158426284437
0.003404566610514927,Anxiety,Despair,0.00033403174133839637
0.003404566610514927,Anxiety,Irritation,0.4595780171433867
0.003404566610514927,Anxiety,Rage,0.0001721084868310389
0.003404566610514927,Despair,Anxiety,0.005523703101379805
0.003404566610514927,Despair,Despair,0.9726887518576306
0.003404566610514927,Despair,Irritation,0.0015633650975836453
0.003404566610514927,Despair,Rage,0.020224179943405945
0.003404566610514927,Irritation,Anxiety,0.4334144520111894
0.003404566610514927,Irritation,Despair,0.02239694163423973
0.003404566610514927,Irritation,Irritation,0.4759360319616855
0.003404566610514927,Irritation,Rage,0.06825257439288543
0.003404566610514927,Rage,Anxiety,0.0035570985646799103
0.003404566610514927,Rage,Despair,0.4116185352125973
0.003404566610514927,Rage,Irritation,0.00900840183775755
0.003404566610514927,Rage,Rage,0.5758159643849653
0.0035031071451746493,Anxiety,Anxiety,0.5129944597960787
0.0035031071451746493,Anxiety,Despair,0.00047886210063841154
0.0035031071451746493,Anxiety,Irritation,0.4863216324714718
0.0035031071451746493,Anxiety,Rage,0.00020504563181093118
0.0035031071451746493,Despair,Anxiety,0.017318192608233994
0.0035031071451746493,Despair,Despair,0.8935037602989891
0.0035031071451746493,Despair,Irritation,0.0069036313983389065
0.0035031071451746493,Despair,Rage,0.08227441569443827
0.0035031071451746493,Irritation,Anxiety,0.41619293957375203
0.0035031071451746493,Irritation,Despair,0.017544135287467674
0.0035031071451746493,Irritation,Irritation,0.4901912241904152
0.0035031071451746493,Irritation,Rage,0.07607170094836528
0.0035031071451746493,Rage,Anxiety,0.0028639829229830708
0.0035031071451746493,Rage,Despair,0.2849026131143851
0.0035031071451746493,Rage,Irritation,0.007383299815643913
0.0035031071451746493,Rage,Rage,0.7048501041469881
0.0032033428283967597,Anxiety,Anxiety,0.4867331564769887
0.0032033428283967597,Anxiety,Despair,0.019907898942572968
0.0032033428283967597,Anxiety,Irritation,0.49128634695208934
0.0032033428283967597,Anxiety,Rage,0.002072597628349229
0.0032033428283967597,Despair,Anxiety,0.07672487586510947
0.0032033428283967597,Despair,Despair,0.7063356270642359
0.0032033428283967597,Despair,Irritation,0.018650916553330812
0.0032033428283967597,Despair,Rage,0.19828858051732373
0.0032033428283967597,Irritation,Anxiety,0.35664723589464076
0.0032033428283967597,Irritation,Despair,0.07028700410871519
0.0032033428283967597,Irritation,Irritation,0.49002373580014186
0.0032033428283967597,Irritation,Rage,0.08304202419650217
0.0032033428283967597,Rage,Anxiety,0.008799149027770051
0.0032033428283967597,Rage,Despair,0.23804719720748926
0.0032033428283967597,Rage,Irritation,0.0048777589538931635
0.0032033428283967597,Rage,Rage,0.7482758948108474
0.0036003217409268343,Anxiety,Anxiety,0.5138176948302472
0.0036003217409268343,Anxiety,Despair,0.0007034750575977543
0.0036003217409268343,Anxiety,Irritation,0.48525920888311563
0.0036003217409268343,Anxiety,Rage,0.00021962122903954455
0.0036003217409268343,Despair,Anxiety,0.013128394964614548
0.0036003217409268343,Despair,Despair,0.9169084365087333
0.0036003217409268343,Despair,Irritation,0.005214833023399497
0.0036003217409268343,Despair,Rage,0.06474833550325292
0.0036003217409268343,Irritation,Anxiety,0.41230269365502675
0.0036003217409268343,Irritation,Despair,0.018663330305943103
0.0036003217409268343,Irritation,Irritation,0.49002798021808913
0.0036003217409268343,Irritation,Rage,0.07900599582094087
0.0036003217409268343,Rage,Anxiety,0.0029779778707433274
0.0036003217409268343,Rage,Despair,0.25174274567739147
0.0036003217409268343,Rage,Irritation,0.00786491770475585
0.0036003217409268343,Rage,Rage,0.7374143587471094
0.003579318712457384,Anxiety,Anxiety,0.4819288965326872
0.003579318712457384,Anxiety,Despair,0.00044193960109930767
0.003579318712457384,Anxiety,Irritation,0.5174091954613551
0.003579318712457384,Anxiety,Rage,0.00021996840485858797
0.003579318712457384,Despair,Anxiety,0.0331039257603011
0.003579318712457384,Despair,Despair,0.808749507846055
0.003579318712457384,Despair,Irritation,0.013120721723266204
0.003579318712457384,Despair,Rage,0.14502584467037768
0.003579318712457384,Irritation,Anxiety,0.38670715079153156
0.003579318712457384,Irritation,Despair,0.011125417436340398
0.003579318712457384,Irritation,Irritation,0.5177254270813773
0.003579318712457384,Irritation,Rage,0.08444200469075089
0.003579318712457384,Rage,Anxiety,0.003030755372904418
0.003579318712457384,Rage,Despair,0.04333444519207473
0.003579318712457384,Rage,Irritation,0.0022497278708983742
0.003579318712457384,Rage,Rage,0.9513850715641227
0.0035351151178439964,Anxiety,Anxiety,0.4770824454158226
0.0035351151178439964,Anxiety,Despair,0.0004327713661892846
0.0035351151178439964,Anxiety,Irritation,0.5222679661704485
0.0035351151178439964,Anxiety,Rage,0.00021681704753959266
0.0035351151178439964,Despair,Anxiety,0.035217220778850554
0.0035351151178439964,Despair,Despair,0.7983416288839362
0.0035351151178439964,Despair,Irritation,0.013580275360214318
0.0035351151178439964,Despair,Rage,0.1528608749769989
0.0035351151178439964,Irritation,Anxiety,0.3795379778249104
0.0035351151178439964,Irritation,Despair,0.011215418784539013
0.0035351151178439964,Irritation,Irritation,0.5243923483245295
0.0035351151178439964,Irritation,Rage,0.08485425506602111
0.0035351151178439964,Rage,Anxiety,0.002981467355643113
0.0035351151178439964,Rage,Despair,0.041892999712632016
0.0035351151178439964,Rage,Irritation,0.0025603014361255953
0.0035351151178439964,Rage,Rage,0.9525652314955997
0.0036007498210014334,Anxiety,Anxiety,0.5160248203090118
0.0036007498210014334,Anxiety,Despair,0.000704715157448678
0.0036007498210014334,Anxiety,Irritation,0.4830515469741091
0.0036007498210014334,Anxiety,Rage,0.00021891755943025888
0.0036007498210014334,Despair,Anxiety,0.013127463777008257
0.0036007498210014334,Despair,Despair,0.9169079221243521
0.0036007498210014334,Despair,Irritation,0.005348901775876202
0.0036007498210014334,Despair,Rage,0.06461571232276357
0.0036007498210014334,Irritation,Anxiety,0.41191223423365747
0.0036007498210014334,Irritation,Despair,0.018802328725890428
0.0036007498210014334,Irritation,Irritation,0.4892519077089884
0.0036007498210014334,Irritation,Rage,0.08003352933146377
0.0036007498210014334,Rage,Anxiety,0.0030805036485672295
0.0036007498210014334,Rage,Despair,0.2514441587025185
0.0036007498210014334,Rage,Irritation,0.008773577078618037
0.0036007498210014334,Rage,Rage,0.7367017605702966
0.003362666471829423,Anxiety,Anxiety,0.511674949425058
0.003362666471829423,Anxiety,Despair,0.00033959014476954744
0.003362666471829423,Anxiety,Irritation,0.48780894941213376
0.003362666471829423,Anxiety,Rage,0.0001765110180391109
0.003362666471829423,Despair,Anxiety,0.02487601739763795
0.003362666471829423,Despair,Despair,0.8588494440381178
0.003362666471829423,Despair,Irritation,0.008395117337638902
0.003362666471829423,Despair,Rage,0.10787942122660531
0.003362666471829423,Irritation,Anxiety,0.4136618369594701
0.003362666471829423,Irritation,Despair,0.026785544815501373
0.003362666471829423,Irritation,Irritation,0.4855062454552311
0.003362666471829423,Irritation,Rage,0.07404637276979761
0.003362666471829423,Rage,Anxiety,0.0030089220948244164
0.003362666471829423,Rage,Despair,0.3240089223295856
0.003362666471829423,Rage,Irritation,0.006558749211810804
0.003362666471829423,Rage,Rage,0.6664234063637791
0.003489829714188509,Anxiety,Anxiety,0.5117627736594311
0.003489829714188509,Anxiety,Despair,0.00042595426774360374
0.003489829714188509,Anxiety,Irritation,0.48761048761705744
0.003489829714188509,Anxiety,Rage,0.00020078445576790732
0.003489829714188509,Despair,Anxiety,0.01848251235909316
0.003489829714188509,Despair,Despair,0.8869997248652748
0.003489829714188509,Despair,Irritation,0.007142807293047838
0.003489829714188509,Despair,Rage,0.08737495548258417
0.003489829714188509,Irritation,Anxiety,0.4146643244771496
0.003489829714188509,Irritation,Despair,0.01828100232809191
0.003489829714188509,Irritation,Irritation,0.49064556606375315
0.003489829714188509,Irritation,Rage,0.07640910713100525
0.003489829714188509,Rage,Anxiety,0.0028202077183014243
0.003489829714188509,Rage,Despair,0.2913984932925623
