step,state,next_state,action,reward,td_error,suddenness,goal_relevance,conduciveness,power,q_values_json
5376,S1,P,frwd,-5,-0.3602412610475131,0.21282593375616632,0.3602412610475131,0.31987936947624346,0.0,"{""frwd"": -18.999999999999996}"
5377,P,E,frwd,-10,-2.124215885597112,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5378,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5379,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -17.14349626694007}"
5380,S1,G,frwd,10,-0.8257071718444786,0.7873239436619719,0.8257071718444786,0.08714641407776069,0.0,"{""frwd"": 9.999999999999998}"
5381,G,G,frwd,10,10.843048880082021,0.0,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5382,S,S1,,-1,10.843048880082021,0.0,0.0,0.0,0.0,"{""frwd"": -6.300447386858048}"
5383,S1,P,frwd,-5,2.3496281773310104,0.21323011963406047,1.0,1.0,0.0,"{""frwd"": -18.999999999999996}"
5384,P,E,frwd,-10,-4.739865783942585,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5385,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5386,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -11.040313170800633}"
5387,S1,P,frwd,-5,0.36497596246720915,0.21308016877637126,0.36497596246720915,0.6824879812336045,0.0,"{""frwd"": -18.999999999999996}"
5388,P,E,frwd,-10,-3.3179060487598093,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5389,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5390,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -14.358219219560443}"
5391,S1,P,frwd,-5,-0.6403514594381018,0.2129304286718201,0.6403514594381018,0.1798242702809491,0.0,"{""frwd"": -18.999999999999996}"
5392,P,E,frwd,-10,-2.3225342341318664,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5393,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5394,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -16.680753453692308}"
5395,S1,P,frwd,-5,-1.0753302648222756,0.2127808988764045,1.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5396,P,E,frwd,-10,-1.625773963892307,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5397,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5398,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -18.306527417584615}"
5399,S1,P,frwd,-5,-1.1916901556265156,0.2126315789473684,1.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5400,P,E,frwd,-10,-1.1380417747246148,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5401,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5402,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -19.44456919230923}"
5403,S1,G,frwd,10,-1.1414543881142067,0.7875175315568023,1.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5404,G,G,frwd,10,11.533370757692769,0.0,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5405,S,S1,,-1,11.533370757692769,0.0,0.0,0.0,0.0,"{""frwd"": -7.9111984346164625}"
5406,S1,G,frwd,10,2.314992032897103,0.7869656622284513,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5407,G,G,frwd,10,8.073359530384938,0.0,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5408,S,S1,,-1,8.073359530384938,0.0,0.0,0.0,0.0,"{""frwd"": 0.16216109576847515}"
5409,S1,P,frwd,-5,3.8003014962319055,0.2135854341736695,1.0,1.0,0.0,"{""frwd"": -18.999999999999996}"
5410,P,E,frwd,-10,-6.678648328730541,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5411,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5412,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -6.516487232962066}"
5413,S1,P,frwd,-5,0.8569759986050873,0.21343596920923724,0.8569759986050873,0.9284879993025437,0.0,"{""frwd"": -18.999999999999996}"
5414,P,E,frwd,-10,-4.675053830111379,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5415,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5416,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -11.191541063073444}"
5417,S1,P,frwd,-5,-0.6623813351065111,0.21328671328671334,0.6623813351065111,0.16880933244674445,0.0,"{""frwd"": -18.999999999999996}"
5418,P,E,frwd,-10,-3.272537681077966,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5419,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5420,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -14.46407874415141}"
5421,S1,P,frwd,-5,-1.3472521084656084,0.21313766596785466,1.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5422,P,E,frwd,-10,-2.2907763767545766,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5423,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5424,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -16.754855120905987}"
5425,S1,P,frwd,-5,-1.561586097649662,0.21298882681564246,1.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5426,P,E,frwd,-10,-1.6035434637282033,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5427,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5428,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -18.35839858463419}"
5429,S1,G,frwd,10,-1.5260670035613775,0.7871598046057222,1.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5430,G,G,frwd,10,11.207519575390256,0.0,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5431,S,S1,,-1,11.207519575390256,0.0,0.0,0.0,0.0,"{""frwd"": -7.150879009243935}"
5432,S1,P,frwd,-5,1.957783382862405,0.21338912133891208,1.0,1.0,0.0,"{""frwd"": -18.999999999999996}"
5433,P,E,frwd,-10,-4.484736297226819,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5434,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5435,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -11.635615306470754}"
5436,S1,G,frwd,10,0.15956956775244233,0.7867595818815332,0.15956956775244233,0.5797847838762211,0.0,"{""frwd"": 9.999999999999998}"
5437,G,G,frwd,10,9.190684591941226,0.0,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5438,S,S1,,-1,9.190684591941226,0.0,0.0,0.0,0.0,"{""frwd"": -2.4449307145295283}"
5439,S1,P,frwd,-5,2.593183537250841,0.2137883008356546,1.0,1.0,0.0,"{""frwd"": -18.999999999999996}"
5440,P,E,frwd,-10,-5.89652078564114,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5441,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5442,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -8.341451500170669}"
5443,S1,P,frwd,-5,0.22316786395248087,0.21363952679192766,0.22316786395248087,0.6115839319762404,0.0,"{""frwd"": -18.999999999999996}"
5444,P,E,frwd,-10,-4.127564549948799,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5445,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5446,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -12.469016050119468}"
5447,S1,P,frwd,-5,-0.9582249237194395,0.21349095966620302,0.9582249237194395,0.02088753814028027,0.0,"{""frwd"": -18.999999999999996}"
5448,P,E,frwd,-10,-2.889295184964159,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5449,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5450,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -15.358311235083626}"
5451,S1,P,frwd,-5,-1.4508671465439298,0.21334259902710218,1.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5452,P,E,frwd,-10,-2.0225066294749117,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5453,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5454,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -17.380817864558537}"
5455,S1,P,frwd,-5,-1.561683792538978,0.21319444444444446,1.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5456,P,E,frwd,-10,-1.4157546406324382,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5457,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5458,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -18.796572505190976}"
5459,S1,P,frwd,-5,-1.4754324077480423,0.2130464954892436,1.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5460,P,E,frwd,-10,-0.9910282484427064,0.0,0.9910282484427064,0.004485875778646786,0.0,"{""frwd"": -9.999999999999998}"
5461,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5462,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -19.787600753633683}"
5463,S1,P,frwd,-5,-1.3003803125031603,0.2128987517337032,1.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5464,P,E,frwd,-10,-0.6937197739098945,0.0,0.6937197739098945,0.15314011304505276,0.0,"{""frwd"": -9.999999999999998}"
5465,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5466,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -20.481320527543577}"
5467,S1,P,frwd,-5,-1.0975705577078838,0.21275121275121278,1.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5468,P,E,frwd,-10,-0.4856038417369262,0.0,0.4856038417369262,0.2571980791315369,0.0,"{""frwd"": -9.999999999999998}"
5469,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5470,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -20.966924369280502}"
5471,S1,P,frwd,-5,-0.8994124276644893,0.21260387811634351,0.8994124276644893,0.05029378616775537,0.0,"{""frwd"": -18.999999999999996}"
5472,P,E,frwd,-10,-0.3399226892158488,0.0,0.3399226892158488,0.3300386553920756,0.0,"{""frwd"": -9.999999999999998}"
5473,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5474,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.306847058496352}"
5475,S1,P,frwd,-5,-0.7213678254534212,0.21245674740484433,0.7213678254534212,0.13931608727328942,0.0,"{""frwd"": -18.999999999999996}"
5476,P,E,frwd,-10,-0.23794588245109372,0.0,0.23794588245109372,0.38102705877445314,0.0,"{""frwd"": -9.999999999999998}"
5477,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5478,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.544792940947445}"
5479,S1,P,frwd,-5,-0.5692028660791901,0.21230982019363764,0.5692028660791901,0.21539856696040494,0.0,"{""frwd"": -18.999999999999996}"
5480,P,E,frwd,-10,-0.1665621177157657,0.0,0.1665621177157657,0.41671894114211716,0.0,"{""frwd"": -9.999999999999998}"
5481,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5482,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.711355058663212}"
5483,S1,P,frwd,-5,-0.44341377803869014,0.21216309606081551,0.44341377803869014,0.2782931109806549,0.0,"{""frwd"": -18.999999999999996}"
5484,P,E,frwd,-10,-0.11659348240103568,0.0,0.11659348240103568,0.44170325879948213,0.0,"{""frwd"": -9.999999999999998}"
5485,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5486,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.82794854106425}"
5487,S1,P,frwd,-5,-0.3418698848753628,0.2120165745856354,0.3418698848753628,0.32906505756231863,0.0,"{""frwd"": -18.999999999999996}"
5488,P,E,frwd,-10,-0.08161543768072477,0.0,0.08161543768072477,0.4591922811596376,0.0,"{""frwd"": -9.999999999999998}"
5489,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5490,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.909563978744973}"
5491,S1,P,frwd,-5,-0.2613450875865503,0.21187025534851622,0.2613450875865503,0.36932745620672486,0.0,"{""frwd"": -18.999999999999996}"
5492,P,E,frwd,-10,-0.05713080637650733,0.0,0.05713080637650733,0.4714345968117463,0.0,"{""frwd"": -9.999999999999998}"
5493,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5494,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.96669478512148}"
5495,S1,P,frwd,-5,-0.19836687903224118,0.2117241379310345,0.19836687903224118,0.4008165604838794,0.0,"{""frwd"": -18.999999999999996}"
5496,P,E,frwd,-10,-0.03999156446355556,0.0,0.03999156446355556,0.4800042177682222,0.0,"{""frwd"": -9.999999999999998}"
5497,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5498,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -22.006686349585035}"
5499,S1,P,frwd,-5,-0.1496545377277286,0.21157822191592002,0.1496545377277286,0.4251727311361357,0.0,"{""frwd"": -18.999999999999996}"
5500,P,E,frwd,-10,-0.02799409512448889,0.0,0.02799409512448889,0.48600295243775554,0.0,"{""frwd"": -9.999999999999998}"
5501,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5502,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -22.034680444709522}"
5503,S1,P,frwd,-5,-0.11231658209302217,0.2114325068870524,0.11231658209302217,0.4438417089534889,0.0,"{""frwd"": -18.999999999999996}"
5504,P,E,frwd,-10,-0.01959586658714265,0.0,0.01959586658714265,0.4902020667064287,0.0,"{""frwd"": -9.999999999999998}"
5505,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5506,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -22.054276311296665}"
5507,S1,P,frwd,-5,-0.08391249144364395,0.21128699242945626,0.08391249144364395,0.458043754278178,0.0,"{""frwd"": -18.999999999999996}"
5508,P,E,frwd,-10,-0.013717106610999962,0.0,0.013717106610999962,0.4931414466945,0.0,"{""frwd"": -9.999999999999998}"
5509,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5510,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -22.067993417907665}"
5511,S1,P,frwd,-5,-0.06244236279552062,0.21114167812929852,0.06244236279552062,0.4687788186022397,0.0,"{""frwd"": -18.999999999999996}"
5512,P,E,frwd,-10,-0.009601974627699761,0.0,0.009601974627699761,0.49519901268615013,0.0,"{""frwd"": -9.999999999999998}"
5513,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5514,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -22.077595392535365}"
5515,S1,G,frwd,10,-0.04630218710634253,0.7890034364261168,0.04630218710634253,0.47684890644682876,0.0,"{""frwd"": 9.999999999999998}"
5516,G,G,frwd,10,12.323278617760609,0.0,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5517,S,S1,,-1,12.323278617760609,0.0,0.0,0.0,0.0,"{""frwd"": -9.754316774774756}"
5518,S1,P,frwd,-5,3.294873695820924,0.21153846153846156,1.0,1.0,0.0,"{""frwd"": -18.999999999999996}"
5519,P,E,frwd,-10,-3.7037049675675724,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5520,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5521,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -13.458021742342329}"
5522,S1,G,frwd,10,1.3064112458314021,0.7886067261496226,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5523,G,G,frwd,10,9.737406522702697,0.0,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5524,S,S1,,-1,9.737406522702697,0.0,0.0,0.0,0.0,"{""frwd"": -3.7206152196396314}"
5525,S1,P,frwd,-5,3.5435876332117093,0.2119341563786008,1.0,1.0,0.0,"{""frwd"": -18.999999999999996}"
5526,P,E,frwd,-10,-5.5138154341081105,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5527,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5528,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.234430653747742}"
5529,S1,P,frwd,-5,0.9917811760390071,0.2117888965044551,0.9917811760390071,0.9958905880195035,0.0,"{""frwd"": -18.999999999999996}"
5530,P,E,frwd,-10,-3.8596708038756766,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5531,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5532,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -13.094101457623418}"
5533,S1,G,frwd,10,-0.34786429381912765,0.7883561643835617,0.34786429381912765,0.3260678530904362,0.0,"{""frwd"": 9.999999999999998}"
5534,G,G,frwd,10,9.628230437287025,0.0,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5535,S,S1,,-1,9.628230437287025,0.0,0.0,0.0,0.0,"{""frwd"": -3.465871020336394}"
5536,S1,G,frwd,10,2.3561172123941074,0.7878165639972622,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5537,G,G,frwd,10,6.739761306100918,0.0,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5538,S,S1,,-1,6.739761306100918,0.0,0.0,0.0,0.0,"{""frwd"": 3.273890285764524}"
5539,S1,G,frwd,10,3.469017601323123,0.7872777017783857,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5540,G,G,frwd,10,4.717832914270643,0.0,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5541,S,S1,,-1,4.717832914270643,0.0,0.0,0.0,0.0,"{""frwd"": 7.991723200035167}"
5542,S1,G,frwd,10,3.7021272077792595,0.7867395762132604,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5543,G,G,frwd,10,3.3024830399894496,0.0,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5544,S,S1,,-1,3.3024830399894496,0.0,0.0,0.0,0.0,"{""frwd"": 11.294206240024616}"
5545,S1,P,frwd,-5,3.483159466242633,0.21379781420765032,1.0,1.0,0.0,"{""frwd"": -18.999999999999996}"
5546,P,E,frwd,-10,-10.018261872007384,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5547,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5548,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": 1.2759443680172318}"
5549,S1,P,frwd,-5,-0.2667190790721504,0.21365187713310585,0.2667190790721504,0.3666404604639248,0.0,"{""frwd"": -18.999999999999996}"
5550,P,E,frwd,-10,-7.012783310405169,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5551,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5552,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -5.736838942387937}"
5553,S1,P,frwd,-5,-2.080154849159901,0.21350613915416095,1.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5554,P,E,frwd,-10,-4.908948317283618,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5555,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5556,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -10.645787259671554}"
5557,S1,G,frwd,10,-2.781524440078507,0.7866394001363326,1.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5558,G,G,frwd,10,8.893736177901467,0.0,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5559,S,S1,,-1,8.893736177901467,0.0,0.0,0.0,0.0,"{""frwd"": -1.7520510817700874}"
5560,S1,P,frwd,-5,0.4542416599784409,0.21389645776566757,0.4542416599784409,0.7271208299892205,0.0,"{""frwd"": -18.999999999999996}"
5561,P,E,frwd,-10,-6.104384675468973,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5562,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5563,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -7.85643575723906}"
5564,S1,P,frwd,-5,-1.3302147003917137,0.21375085091899249,1.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5565,P,E,frwd,-10,-4.273069272828281,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5566,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5567,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -12.129505030067342}"
5568,S1,P,frwd,-5,-2.084878993937836,0.21360544217687072,1.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5569,P,E,frwd,-10,-2.9911484909797967,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5570,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5571,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -15.120653521047139}"
5572,S1,P,frwd,-5,-2.2670253883210303,0.21346023113528212,1.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5573,P,E,frwd,-10,-2.0938039436858578,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5574,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5575,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -17.214457464732995}"
5576,S1,P,frwd,-5,-2.152244836619902,0.21331521739130432,1.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5577,P,E,frwd,-10,-1.465662760580101,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5578,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5579,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -18.680120225313097}"
5580,S1,P,frwd,-5,-1.9023003309905588,0.21317040054310932,1.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5581,P,E,frwd,-10,-1.0259639324060703,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5582,E,E,frwd,-10,-1.0658141036401502e-15,0.0,1.0658141036401502e-15,0.49999999999999944,0.0,"{""frwd"": -9.999999999999998}"
5583,S,S1,,-1,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -19.706084157719168}"
5584,S1,G,frwd,10,-1.6086204934430306,0.7869742198100407,1.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5585,G,G,frwd,10,11.61182524731575,0.0,1.0,1.0,0.0,"{""frwd"": 9.999999999999998}"
5586,S,S1,,-1,11.61182524731575,0.0,0.0,0.0,0.0,"{""frwd"": -8.094258910403418}"
5587,S1,P,frwd,-5,2.0091584713651307,0.21355932203389827,1.0,1.0,0.0,"{""frwd"": -18.999999999999996}"
5588,P,E,frwd,-10,-4.201722326878974,0.0,1.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
