step,state,next_state,action,reward,td_error,suddenness,goal_relevance,conduciveness,power,q_values_json
5089,G,G,frwd,10.0,4.96863181361265,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5090,S,S1,,-1.0,4.96863181361265,0.0,0.0,0.0,0.0,"{""frwd"": 7.406525768237149}"
5091,S1,P,frwd,-5.0,3.655601757032473,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5092,P,E,frwd,-10.0,-8.851957730471144,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5093,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5094,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -1.4454319622339948}"
5095,S1,P,frwd,-5.0,0.16889264269552293,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5096,P,E,frwd,-10.0,-6.196370411329801,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5097,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5098,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -7.641802373563796}"
5099,S1,P,frwd,-5.0,-1.5547951611721802,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5100,P,E,frwd,-10.0,-4.33745928793086,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5101,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5102,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -11.979261661494657}"
5103,S1,P,frwd,-5.0,-2.259470620561859,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5104,P,E,frwd,-10.0,-3.036221501551602,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5105,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5106,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -15.015483163046259}"
5107,S1,G,frwd,10.0,-2.4014092398122338,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5108,G,G,frwd,10.0,10.204644948913876,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5109,S,S1,,-1.0,10.204644948913876,0.0,0.0,0.0,0.0,"{""frwd"": -4.810838214132383}"
5110,S1,P,frwd,-5.0,1.0742676683381827,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5111,P,E,frwd,-10.0,-5.186748535760284,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5112,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5113,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.997586749892667}"
5114,S1,P,frwd,-5.0,-0.6484347368185488,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5115,P,E,frwd,-10.0,-3.630723975032199,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5116,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5117,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -13.628310724924866}"
5118,S1,P,frwd,-5.0,-1.4341997890316778,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5119,P,E,frwd,-10.0,-2.5415067825225397,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5120,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5121,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -16.169817507447405}"
5122,S1,P,frwd,-5.0,-1.69014668360326,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5123,P,E,frwd,-10.0,-1.7790547477657779,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5124,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5125,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -17.948872255213182}"
5126,S1,P,frwd,-5.0,-1.6634474604190415,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5127,P,E,frwd,-10.0,-1.2453383234360447,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5128,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5129,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -19.194210578649226}"
5130,S1,P,frwd,-5.0,-1.500654569621061,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5131,P,E,frwd,-10.0,-0.8717368264052314,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5132,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5133,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -20.06594740505446}"
5134,S1,P,frwd,-5.0,-1.285827141864156,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5135,P,E,frwd,-10.0,-0.6102157784836617,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5136,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5137,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -20.676163183538122}"
5138,S1,P,frwd,-5.0,-1.0648372594954985,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5139,P,E,frwd,-10.0,-0.42715104493856265,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5140,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5141,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.103314228476684}"
5142,S1,P,frwd,-5.0,-0.8607168637802601,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5143,P,E,frwd,-10.0,-0.29900573145699416,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5144,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5145,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.402319959933678}"
5146,S1,P,frwd,-5.0,-0.68323335213957,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5147,P,E,frwd,-10.0,-0.20930401201989604,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5148,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5149,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.611623971953573}"
5150,S1,P,frwd,-5.0,-0.5347754297430704,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5151,P,E,frwd,-10.0,-0.14651280841392733,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5152,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5153,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.7581367803675}"
5154,S1,P,frwd,-5.0,-0.4139012590919098,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5155,P,E,frwd,-10.0,-0.10255896588974912,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5156,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5157,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.86069574625725}"
5158,S1,P,frwd,-5.0,-0.31742180215457017,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5159,P,E,frwd,-10.0,-0.0717912761228245,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5160,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5161,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.932487022380073}"
5162,S1,G,frwd,10.0,-0.24157890606136156,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5163,G,G,frwd,10.0,12.279746106714022,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5164,S,S1,,-1.0,12.279746106714022,0.0,0.0,0.0,0.0,"{""frwd"": -9.652740915666051}"
5165,S1,P,frwd,-5.0,3.1464262145698334,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5166,P,E,frwd,-10.0,-3.7341777253001838,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5167,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5168,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -13.386918640966234}"
5169,S1,G,frwd,10.0,1.1942703643678345,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5170,G,G,frwd,10.0,9.71607559228987,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5171,S,S1,,-1.0,9.71607559228987,0.0,0.0,0.0,0.0,"{""frwd"": -3.670843048676364}"
5172,S1,P,frwd,-5.0,3.459329664975749,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5173,P,E,frwd,-10.0,-5.52874708539709,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5174,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5175,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.199590134073453}"
5176,S1,P,frwd,-5.0,0.9287690524258103,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5177,P,E,frwd,-10.0,-3.870122959777963,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5178,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5179,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -13.069713093851416}"
5180,S1,P,frwd,-5.0,-0.3947948624419828,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5181,P,E,frwd,-10.0,-2.7090860718445744,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5182,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5183,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -15.77879916569599}"
5184,S1,P,frwd,-5.0,-1.007809643107423,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5185,P,E,frwd,-10.0,-1.8963602502912025,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5186,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5187,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -17.675159415987192}"
5188,S1,P,frwd,-5.0,-1.2174840177538202,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5189,P,E,frwd,-10.0,-1.3274521752038417,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5190,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5191,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -19.002611591191034}"
5192,S1,P,frwd,-5.0,-1.2106508997327114,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5193,P,E,frwd,-10.0,-0.9292165226426892,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5194,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5195,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -19.931828113833724}"
5196,S1,G,frwd,10.0,-1.0983440909264255,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5197,G,G,frwd,10.0,11.679548434150117,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5198,S,S1,,-1.0,11.679548434150117,0.0,0.0,0.0,0.0,"{""frwd"": -8.252279679683607}"
5199,S1,P,frwd,-5.0,2.3846372135720344,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5200,P,E,frwd,-10.0,-4.1543160960949175,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5201,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5202,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -12.406595775778523}"
5203,S1,P,frwd,-5.0,0.5475807035547966,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5204,P,E,frwd,-10.0,-2.908021267266442,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5205,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5206,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -15.314617043044965}"
5207,S1,P,frwd,-5.0,-0.4018592496735815,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5208,P,E,frwd,-10.0,-2.03561488708651,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5209,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5210,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -17.350231930131475}"
5211,S1,P,frwd,-5.0,-0.8309174942848653,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5212,P,E,frwd,-10.0,-1.4249304209605569,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5213,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5214,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -18.775162351092032}"
5215,S1,P,frwd,-5.0,-0.9663734596587559,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5216,P,E,frwd,-10.0,-0.9974512946723898,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5217,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5218,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -19.772613645764423}"
5219,S1,P,frwd,-5.0,-0.9457732713226741,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5220,P,E,frwd,-10.0,-0.6982159062706724,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5221,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5222,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -20.470829552035095}"
5223,S1,P,frwd,-5.0,-0.8505595846189532,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5224,P,E,frwd,-10.0,-0.4887511343894708,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5225,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5226,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -20.959580686424566}"
5227,S1,P,frwd,-5.0,-0.7273545155184248,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5228,P,E,frwd,-10.0,-0.34212579407262955,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5229,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5230,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.301706480497195}"
5231,S1,P,frwd,-5.0,-0.6015221252625071,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5232,P,E,frwd,-10.0,-0.2394880558508408,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5233,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5234,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.541194536348037}"
5235,S1,P,frwd,-5.0,-0.4857272627634824,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5236,P,E,frwd,-10.0,-0.16764163909558824,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5237,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5238,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.708836175443626}"
5239,S1,P,frwd,-5.0,-0.3852723264902462,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5240,P,E,frwd,-10.0,-0.11734914736691165,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5241,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5242,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.826185322810538}"
5243,S1,P,frwd,-5.0,-0.3013748983322387,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5244,P,E,frwd,-10.0,-0.08214440315683795,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5245,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5246,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.908329725967377}"
5247,S1,P,frwd,-5.0,-0.23314141768491403,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5248,P,E,frwd,-10.0,-0.057501082209786246,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5249,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5250,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.965830808177163}"
5251,S1,P,frwd,-5.0,-0.17872428457608117,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5252,P,E,frwd,-10.0,-0.04025075754685048,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5253,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5254,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -22.006081565724013}"
5255,S1,P,frwd,-5.0,-0.13597470374090717,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5256,P,E,frwd,-10.0,-0.028175530282795333,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5257,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5258,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -22.034257096006808}"
5259,S1,G,frwd,10.0,-0.10278968579498979,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5260,G,G,frwd,10.0,12.310277128802044,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5261,S,S1,,-1.0,12.310277128802044,0.0,0.0,0.0,0.0,"{""frwd"": -9.723979967204764}"
5262,S1,P,frwd,-5.0,3.2518220447200585,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5263,P,E,frwd,-10.0,-3.71280600983857,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5264,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5265,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -13.436785977043334}"
5266,S1,P,frwd,-5.0,1.2738178086476275,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5267,P,E,frwd,-10.0,-2.598964206886999,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5268,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5269,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -16.035750183930332}"
5270,S1,P,frwd,-5.0,0.18995213019384938,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5271,P,E,frwd,-10.0,-1.8192749448208996,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5272,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5273,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -17.855025128751233}"
5274,S1,P,frwd,-5.0,-0.35823774396594815,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5275,P,E,frwd,-10.0,-1.2734924613746295,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5276,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5277,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -19.128517590125863}"
5278,S1,P,frwd,-5.0,-0.594609385347314,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5279,P,E,frwd,-10.0,-0.8914447229622403,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5280,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5281,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -20.019962313088104}"
5282,S1,P,frwd,-5.0,-0.656916644942925,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5283,P,E,frwd,-10.0,-0.624011306073568,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5284,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5285,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -20.643973619161674}"
5286,S1,P,frwd,-5.0,-0.6283247040999107,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5287,P,E,frwd,-10.0,-0.4368079142514972,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5288,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5289,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.08078153341317}"
5290,S1,P,frwd,-5.0,-0.5577654297178416,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5291,P,E,frwd,-10.0,-0.30576553997604844,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5292,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5293,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.386547073389217}"
5294,S1,P,frwd,-5.0,-0.4729924965960222,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5295,P,E,frwd,-10.0,-0.21403587798323434,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5296,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5297,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -21.600582951372452}"
5298,S1,G,frwd,10.0,-0.3888844346726902,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5299,G,G,frwd,10.0,12.180174885411736,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5300,S,S1,,-1.0,12.180174885411736,0.0,0.0,0.0,0.0,"{""frwd"": -9.420408065960716}"
5301,S1,G,frwd,10.0,3.016428114790286,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5302,G,G,frwd,10.0,8.526122419788214,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5303,S,S1,,-1.0,8.526122419788214,0.0,0.0,0.0,0.0,"{""frwd"": -0.8942856461725022}"
5304,S1,P,frwd,-5.0,4.413552733696018,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5305,P,E,frwd,-10.0,-6.361714306148248,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5306,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5307,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -7.25599995232075}"
5308,S1,G,frwd,10.0,1.371824050927185,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5309,G,G,frwd,10.0,7.876799985696224,0.0,0.0,0.0,0.0,"{""frwd"": 9.999999999999998}"
5310,S,S1,,-1.0,7.876799985696224,0.0,0.0,0.0,0.0,"{""frwd"": 0.620800033375474}"
5311,S1,P,frwd,-5.0,3.08701283178701,0.0,0.0,0.0,0.0,"{""frwd"": -18.999999999999996}"
5312,P,E,frwd,-10.0,-6.816240010012641,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5313,E,E,frwd,-10.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -9.999999999999998}"
5314,S,S1,,-1.0,-1.0658141036401502e-15,0.0,0.0,0.0,0.0,"{""frwd"": -6.195439976637167}"
