step,state,next_state,action,reward,td_error,suddenness,goal_relevance,conduciveness,power,q_values_json
173,P,E,frwd,-10,-0.3800342402065322,0.0,0.3800342402065322,0.3099828798967339,0.0,"{""frwd"": -9.999962118130773}"
174,E,E,frwd,-10,-0.00016478613113619643,0.0,0.00016478613113619643,0.4999176069344319,0.0,"{""frwd"": -9.999962118130773}"
175,S,S1,,-1,-0.00016478613113619643,0.0,0.0,0.0,0.0,"{""frwd"": -21.21272839681061}"
176,S1,G,frwd,10,-0.7197741932260111,0.782608695652174,0.7197741932260111,0.14011290338699445,0.0,"{""frwd"": 9.717524751000001}"
177,G,G,frwd,10,11.987550201813184,0.0,1.0,1.0,0.0,"{""frwd"": 9.717524751000001}"
178,S,S1,,-1,11.987550201813184,0.0,0.0,0.0,0.0,"{""frwd"": -9.225178194997428}"
179,S1,P,frwd,-5,2.7327966192313515,0.23404255319148937,1.0,1.0,0.0,"{""frwd"": -18.999581405345047}"
180,P,E,frwd,-10,-3.8623335209439342,0.0,1.0,0.0,0.0,"{""frwd"": -9.99997348269154}"
181,E,E,frwd,-10,-0.00011841872320168534,0.0,0.00011841872320168534,0.49994079063839914,0.0,"{""frwd"": -9.99997348269154}"
182,S,S1,,-1,-0.00011841872320168534,0.0,0.0,0.0,0.0,"{""frwd"": -13.087511715941362}"
183,S1,P,frwd,-5,0.8701275828070839,0.22916666666666663,0.8701275828070839,0.935063791403542,0.0,"{""frwd"": -18.999699824068248}"
184,P,E,frwd,-10,-2.7036654377160185,0.0,1.0,0.0,0.0,"{""frwd"": -9.99998143788408}"
185,E,E,frwd,-10,-8.504100822683824e-05,0.0,8.504100822683824e-05,0.4999574794958866,0.0,"{""frwd"": -9.99998143788408}"
186,S,S1,,-1,-8.504100822683824e-05,0.0,0.0,0.0,0.0,"{""frwd"": -15.791177153657381}"
187,S1,P,frwd,-5,-0.1209003602183662,0.22448979591836737,0.1209003602183662,0.4395498198908169,0.0,"{""frwd"": -18.999784865076474}"
188,P,E,frwd,-10,-1.892588767473434,0.0,1.0,0.0,0.0,"{""frwd"": -9.999987006518856}"
189,E,E,frwd,-10,-6.1032237148950225e-05,0.0,6.1032237148950225e-05,0.49996948388142554,0.0,"{""frwd"": -9.999987006518856}"
190,S,S1,,-1,-6.1032237148950225e-05,0.0,0.0,0.0,0.0,"{""frwd"": -17.683765921130814}"
191,S1,G,frwd,10,-0.595629219370684,0.78,0.595629219370684,0.202185390314658,0.0,"{""frwd"": 9.8022673257}"
192,G,G,frwd,10,10.951741954278242,0.0,1.0,1.0,0.0,"{""frwd"": 9.8022673257}"
193,S,S1,,-1,10.951741954278242,0.0,0.0,0.0,0.0,"{""frwd"": -6.732023966852571}"
194,S1,P,frwd,-5,2.5400298740956475,0.23529411764705888,1.0,1.0,0.0,"{""frwd"": -18.999845897313623}"
195,P,E,frwd,-10,-4.610351202218907,0.0,1.0,0.0,0.0,"{""frwd"": -9.999990904563198}"
196,E,E,frwd,-10,-4.377503797634574e-05,0.0,4.377503797634574e-05,0.4999781124810118,0.0,"{""frwd"": -9.999990904563198}"
197,S,S1,,-1,-4.377503797634574e-05,0.0,0.0,0.0,0.0,"{""frwd"": -11.342375169071477}"
198,S1,P,frwd,-5,0.5332260872678481,0.23076923076923073,0.5332260872678481,0.766613043633924,0.0,"{""frwd"": -18.9998896723516}"
199,P,E,frwd,-10,-3.2272576608134886,0.0,1.0,0.0,0.0,"{""frwd"": -9.999993633194238}"
200,E,E,frwd,-10,-3.137925696456989e-05,0.0,3.137925696456989e-05,0.4999843103715177,0.0,"{""frwd"": -9.999993633194238}"
201,S,S1,,-1,-3.137925696456989e-05,0.0,0.0,0.0,0.0,"{""frwd"": -14.569632829884966}"
202,S1,P,frwd,-5,-0.4981013073321483,0.2264150943396226,0.4981013073321483,0.25094934633392585,0.0,"{""frwd"": -18.999921051608563}"
203,P,E,frwd,-10,-2.2590888349688223,0.0,1.0,0.0,0.0,"{""frwd"": -9.999995543235967}"
204,E,E,frwd,-10,-2.24811911422762e-05,0.0,2.24811911422762e-05,0.4999887594044289,0.0,"{""frwd"": -9.999995543235967}"
205,S,S1,,-1,-2.24811911422762e-05,0.0,0.0,0.0,0.0,"{""frwd"": -16.828721664853788}"
206,S1,G,frwd,10,-0.958624900574086,0.7777777777777778,0.958624900574086,0.020687549712957,0.0,"{""frwd"": 9.861587127990001}"
207,G,G,frwd,10,10.711245024013436,0.0,1.0,1.0,0.0,"{""frwd"": 9.861587127990001}"
208,S,S1,,-1,10.711245024013436,0.0,0.0,0.0,0.0,"{""frwd"": -6.117476640840351}"
209,S1,P,frwd,-5,2.220998726081768,0.23636363636363633,1.0,1.0,0.0,"{""frwd"": -18.999943532799705}"
210,P,E,frwd,-10,-4.794741761603816,0.0,1.0,0.0,0.0,"{""frwd"": -9.999996880265176}"
211,E,E,frwd,-10,-1.6097831686323616e-05,0.0,1.6097831686323616e-05,0.49999195108415684,0.0,"{""frwd"": -9.999996880265176}"
212,S,S1,,-1,-1.6097831686323616e-05,0.0,0.0,0.0,0.0,"{""frwd"": -10.912218402444168}"
213,S1,G,frwd,10,0.26011883262420754,0.7678571428571428,0.26011883262420754,0.6300594163121038,0.0,"{""frwd"": 9.903110989593001}"
214,G,G,frwd,10,8.94750548792336,0.0,1.0,1.0,0.0,"{""frwd"": 9.903110989593001}"
215,S,S1,,-1,8.94750548792336,0.0,0.0,0.0,0.0,"{""frwd"": -1.964712914520808}"
